,username,fullName,biography,externalUrl,followersCount,followsCount,hasChannel,highlightReelCount,isBusinessAccount,joinedRecently,businessCategoryName,private,verified,profilePicUrl,postsCount,med_likes,status
159,sanazsare92,sara,,False,56.0,1086.0,False,0.0,False,False,,False,False,True,22.0,0.0,0
160,jaypaulmrflamez,JAYPAUL,"• Actor 
• Musician
• TV Host 
• Model
• Influencer
• Filmmaker
📩 hi@jaypaulmrflamez.com
MD @madeincalabarltd
Fan page: @jaypaulfanpage",False,500369.0,1344.0,False,8.0,False,False,,False,True,True,153.0,2652.0,1
161,matana.dancer_fn,sara,"فن پیج این با استعدادم🤩🙃😉
@matana.dancer",False,120.0,1480.0,False,1.0,False,False,,False,False,True,9.0,29.0,0
162,elorm_teng,Elorm Teng,"Field Engineer 
GESA President 2017/18
APCES President 2016/17
elormteng@gmail.com",False,879.0,635.0,False,0.0,False,False,,False,False,True,7.0,137.0,1
163,niliyoomi3,Niliyoomi3,,False,56.0,1181.0,False,0.0,False,False,,False,False,True,5.0,0.0,0
164,jolaayeye,Jola Ayeye - Jollz,"Founding member - @feminist.co 
1/2 of ISWIS Podcast - @isaidwhatisaidpod
Chief Noisemaker - @happynoisemaker
Small Madam - @saltandtruthtv",True,26064.0,1113.0,False,2.0,True,False,General Interest,False,False,True,351.0,4310.5,1
165,falw55,,,False,39.0,439.0,False,0.0,False,False,,False,False,True,4.0,0.0,0
166,_4r00k_,𝑵𝑨𝑾𝑨𝑩 𝑹𝑨𝑰𝑺𝑰,𝗢𝗻𝗹𝘆 𝗚𝗼𝗱 𝙶𝚘𝚍 𝙲𝚊𝚗 𝙹𝚞𝚍𝚐𝚎 𝙼𝚎,False,21866.0,6499.0,False,0.0,False,False,,False,False,True,6.0,711.0,0
167,elevationworship,Elevation Worship,"Elevation Nights are BACK in NEW CITIES🙌
get your tickets🎟️⬇️",True,2181325.0,180.0,False,4.0,True,False,,False,True,True,799.0,18076.5,1
168,poiuyrad4,poiuyrad4,"@realshadmehr 
🏠 Tehran 🏠
💍No rel (singel)💍
🌎Muzic: my world 🎧",False,92.0,6276.0,False,2.0,False,False,,False,False,True,68.0,4.0,0
169,minooo__7990099,minooo__799009,Teh🌹,False,62.0,6567.0,False,0.0,False,False,,True,False,True,6.0,,0
170,mfc_lingerie,MFC LINGERIE 👙,"We sell confidence, join the #FullChestGang💪🏾❤️",True,45247.0,1.0,False,7.0,True,False,Personal Goods & General Merchandise Stores,False,False,True,372.0,93.5,1
171,nigel_amoafo,Nigel Amoafo-Yeboah,"Kingdom Citizen
Helped by God
Husband @callmenuella 
Church @kingdomfulltabernacle",False,871.0,577.0,False,3.0,False,False,,False,False,True,52.0,150.5,1
172,zari1375_,zari🤗😊,"زری
1375
خرداد
مطالعه
پیاده روی
عکاسی تنیس
شنا
طراحی",False,112.0,3512.0,False,1.0,False,False,,False,False,True,22.0,15.0,0
173,brie_sabi,Brie Wealth Sabi,"Actress🎬🎥
  ✨I influence for Brands✨
Email for business ⬇️",False,23029.0,3007.0,False,15.0,False,False,,False,False,True,136.0,307.5,1
174,sandra_boakye_duah,Sandra Kakra Boakye-Duah,A Holy Spirit inclined vessel... Singing to nations and beyond...Let the heavens be praised🎉❤️#@officialrebirthgh  @cvclegon,True,6522.0,2062.0,False,5.0,False,False,,False,False,True,160.0,767.5,1
175,bahadori9072,,,False,176.0,6840.0,False,0.0,False,False,,False,False,True,22.0,1.0,0
176,dzifaabodakpi,Dzifa Abodakpi,Wild flower ☺,False,166.0,262.0,False,0.0,False,False,,True,False,True,150.0,,1
177,amirmohammad09100,,,False,70.0,5074.0,False,0.0,False,False,,True,False,True,4.0,,0
178,armaa_n1377,,,False,94.0,5467.0,False,0.0,False,False,,False,False,True,4.0,1.0,0
179,giftvictorantai,Gift Victor Antai,"Ahavah🌸🦋
Literature • Fashion • Film
📧bookgiftetim@gmail.com",True,81450.0,819.0,False,0.0,True,False,General Interest,False,False,True,18.0,11115.0,1
180,mrs_bort,Jackie Collins,,False,998.0,963.0,False,0.0,False,False,,False,False,True,58.0,83.5,1
181,_glowic,Glowic Skincare,"POV : You just walked into your “Soft Girl Era”💗
🌸Healthy glowing skin🌸
🌸Face and Body care🌸
🌸Luxury skincare🌸
📍Available @glamfactorygh
Shop here👇🏾",True,7114.0,89.0,False,11.0,True,False,Lifestyle Services,False,False,True,39.0,14.5,1
182,maame.kwakyewa,Kwakyewa 💫,"God over everything🙏😍.      
3rd July 
Cancer ♋️",False,2467.0,2610.0,False,2.0,True,False,Creators & Celebrities,False,False,True,5.0,145.0,1
183,dr_phiti_,Nana Ama,"Optometrist (OD)🇬🇭.                                      
God’s girl❣️
Make this life count.💫",False,1341.0,1031.0,False,1.0,False,False,,False,False,True,10.0,387.5,1
184,naashieley,Aisha Amarh,,False,1162.0,1127.0,False,0.0,False,False,,False,False,True,2.0,236.5,1
185,khajeh1984,M👉khajeh,,False,5565.0,4172.0,False,3.0,True,False,Creators & Celebrities,False,False,True,45.0,114.0,0
186,maria.saberii7,,,False,71.0,5925.0,False,0.0,False,False,,True,False,True,23.0,,0
187,happuchino,Keren-Happuch Gyasi-Darko,"Bridal Stylist & Event Planner: @chinoevents 
Fashion Artist: @officialhappuchino",True,7726.0,533.0,False,2.0,False,False,,False,False,True,79.0,197.0,1
188,etimeffiong,Daniel,King 👑,False,548701.0,2558.0,False,4.0,False,False,,False,True,True,1835.0,4217.0,1
189,dzigbordi.e,Dzigbordi❤,"🍄
@lashed.bydzidzi",False,1366.0,443.0,False,19.0,False,False,,False,False,True,14.0,161.5,1
190,iambisola,Bisola Aiyeola,"ACTOR | SINGER | PRODUCER | MC.
#AMVCA2018 TRAILBLAZER. 
#QueenBiyesi 
Snapchat: iambisola
Twitter: iambisola
Email: bisola@thetemplecompany.com",True,3485750.0,2763.0,False,2.0,False,False,,False,True,True,1236.0,3892.0,1
191,pp.xt321,,,False,48.0,722.0,False,0.0,False,False,,False,False,True,23.0,0.0,0
192,shoes_aryana,,"🏴فروشگاه کفش دنیای اسپرت🏴
❇عرضه جدیدترین کفش های اسپرت زنانه ومردانه❇
🎇بابهترین کیفیت وقیمت🎇
ارسال به سراسرکشوررایگان🚘✈✈",False,22.0,21.0,False,0.0,False,False,,False,False,True,9.0,5.0,0
193,zariminly,,,False,66.0,2399.0,False,0.0,False,False,,False,False,True,4.0,1.0,0
194,nilirose_waternili,گلاب و عرقیجات ممتاز نیلی,"🌺گلاب و عرقیجات ممتاز نیلی 🌺
کاشان_ نیاسر
ارسال رایگان به تمام شهرهای ایران
⬅️ تلفن تماس جهت سفارش محصولات : 09139637090",False,279.0,763.0,False,2.0,True,False,Personal Goods & General Merchandise Stores,False,False,True,4.0,3.5,0
195,kamo_mphelaxx,KIKI 🧚🏾‍♀️,"In God We Trust 
africa: bookkamomphela@gmail.com / 078 005 1981
world: rebecca.prochnik@unitedtalent.com",False,2382576.0,449.0,False,0.0,True,False,Creators & Celebrities,False,True,True,145.0,67688.0,1
196,sarbaz012,,,False,66.0,4944.0,False,0.0,False,False,,True,False,True,4.0,,0
197,tatalpary,,,False,138.0,6354.0,False,0.0,False,False,,False,False,True,4.0,2.5,0
198,foster_okyere,fokyere,,False,3.0,40.0,False,0.0,False,False,,False,False,True,1.0,5.0,1
199,tina.mina0,Tina Mina,Tina is the greatest Mina!,False,161.0,6009.0,False,0.0,False,False,,False,False,True,10.0,3.0,0
200,mona84000,,,False,113.0,6116.0,False,0.0,False,False,,False,False,True,4.0,3.5,0
201,elozonam,E L O⚡️O N A M,"★
I Create Amazing Ads
Content King | Actor | Artiste | Voice Artist | TV Show Host
Brand Ambassador @premiercoolng @star_radler
Stream my EP 👇🏽",True,776675.0,2035.0,False,8.0,False,False,,False,True,True,2338.0,2267.0,1
202,liloaderogba,Lilo Aderogba,"@cafe23bylilo @lilos_closet_ 
_ 
Bookings : lilo@yemisifalaye.com",False,1060756.0,594.0,False,17.0,False,False,,False,True,True,267.0,18878.5,1
203,aidin_99999,aidin,Man ye khoshgelam💜,False,179.0,6337.0,False,0.0,False,False,,False,False,True,12.0,5.0,0
204,athena.____.a,,,False,138.0,5908.0,False,0.0,False,False,,False,False,True,4.0,54.5,0
205,yess_fabrics,Fabrics.Laces.Accessories. 🇬🇭,"✂  ONLINE STORE 
We Speak Fabrics Fluently! 
Fabrics For Everyday And Special Occasions!
▫️Contact us- 0545581774 /0265469063
#yessfabrics",True,5647.0,1377.0,False,10.0,True,False,Personal Goods & General Merchandise Stores,False,False,True,3149.0,7.0,1
206,ms_jmk,𝐉𝐔𝐌𝐎𝐊𝐄 𝐀𝐃𝐄𝐃𝐎𝐘𝐈𝐍 (𝐉𝐌𝐊),"Barrister⚖️  | CEO @jmk_eats | 
Tv personality | Brand influencer 
For business inquiries: Info.ms.jmk@gmail.com",True,556629.0,794.0,False,10.0,False,False,,False,True,True,102.0,17110.0,1
207,_abenatuah,_Anita Asante💫❤,"God🥹❤️
Dm for paid ads📢
Let’s learn together ♾️
22.02👸🎊
Snapchat:abenatuah 
YouTube: https://youtube.com/@Abenatuah",True,2294.0,1686.0,False,7.0,True,False,Creators & Celebrities,False,False,True,17.0,275.5,1
208,silin1450,slin,silin👩👑,False,197.0,6485.0,False,0.0,False,False,,False,False,True,5.0,22.0,0
209,eltonafflu,Elton Afflu,"Ministry Page: @ahavah_dansoman @connectcyi 
@onewaymissionsglobal",True,979.0,125.0,False,5.0,False,False,,False,False,True,101.0,110.0,1
210,e_pappoe,Emmanuel Pappoe,"Jesus_Lover
Student
Slight_Addiction_to_plantain_chips
Hillsong_Fan",False,698.0,1375.0,False,0.0,False,False,,False,False,True,9.0,116.0,1
211,__nanaakua_,Nana Akua Ofori,Loud introvert 😉,False,273.0,126.0,False,0.0,False,False,,False,False,True,0.0,,1
212,jokee800098,,,False,68.0,6197.0,False,0.0,False,False,,False,False,True,29.0,2.0,0
213,0n_77883,فطوم♥️🖤,"⠀ ⠀⠀
⠀⠀⠀ ⠀⠀
⠀ ⠀⠀⠀        ⠀- ᗩGE  20Y.O
‏ ‏""ربي قد عزّ عليا طلبي وهو عليكَ هين ,فـ اللهُمّ إستجب 🤲💜""
‏
⠀",False,86.0,6131.0,False,0.0,False,False,,False,False,True,4.0,7.5,0
214,koko_batah,Adora_venus💖,"Libra ♎
OVO❤️❤️",False,1361.0,3800.0,False,0.0,False,False,,True,False,True,6.0,,1
215,senahosi,Esther Sena Hosi  || Beauty Entrepeneur,"God First 🤎
Content Creator || Youtuber 🎥 
Co-Founder : @glamfactorygh 
CEO : @denim_crafters @s.h.e_cosmetics_ @beautyby_s.h.e",True,15979.0,938.0,False,12.0,False,False,,False,False,True,114.0,353.5,1
216,Restricted profile,,,True,,,,,,,,,,True,,,0
217,behnam901,Behnam,,False,157.0,4783.0,False,0.0,False,False,,False,False,True,3.0,5.0,0
218,el_kobby,Nutakor Eldad,Designer | Photographer | Art Lover | UI/UX Designer @thenichekompany @kobla.nutakor,True,757.0,696.0,False,0.0,False,False,,False,False,True,586.0,57.5,1
219,naa_ah_wulah,Suelley Ash-Anum,"God’s PrinCess 👸💁🏽‍♀️   Stop doubting yourself🙅‍♀️, work hard💪🏽 and make it happen 💕.
@suelley_ash_anum  #iamaproud🇬🇭 #liverpoolfc ⚽",False,672.0,550.0,False,0.0,False,False,,True,False,True,34.0,,1
220,ama_wartemberg,Nana Ama Wartemberg,"I'm a Hallmark..you can't mark me anywhere
3/7🎂 || Traveller🧳 || Never a Singer🥳 || Twisted Dancer 🕺|| Re-defining ❣️
#mufclove 
Twitter @eyevee_blynx",False,968.0,1117.0,False,0.0,False,False,,True,False,True,4.0,,1
221,bhabsy,,,False,21.0,0.0,False,0.0,False,False,,False,False,True,0.0,,1
222,aboliii345,,,False,67.0,2235.0,False,0.0,False,False,,False,False,True,4.0,0.5,0
223,amirmohamad00001,amir,....,False,61.0,1503.0,False,0.0,False,False,,False,False,True,22.0,0.0,0
224,hulk.1398,hulk,Hulk,False,70.0,4153.0,False,0.0,False,False,,False,False,True,4.0,2.0,0
225,s.h.e_cosmetics_,S.H.E COSMETICS GHANA,"Ghanaian Beauty Brand 🇬🇭
✨𝔼𝕟𝕙𝕒𝕟𝕔𝕚𝕟𝕘 𝔹𝕖𝕒𝕦𝕥𝕪 𝕚𝕟 𝔸𝕃𝕃 𝕊𝕜𝕚𝕟𝕥𝕠𝕟𝕖𝕤✨
We ship worldwide 🌎 
Shop via DM or WhatsApp using link below ⤵️
#crueltyfreebeauty",True,862.0,35.0,False,9.0,False,False,,False,False,True,89.0,20.0,1
226,qwsoheyl,,,False,69.0,4652.0,False,0.0,False,False,,False,False,True,22.0,1.0,0
227,mahdi_x01,Mahdi,"کاش وقت بشه     
 زندگی کنیم تا نمردیم.!",False,1043.0,1454.0,False,0.0,False,False,,True,False,True,1.0,,0
228,fatemehnjjhb,,,False,105.0,6270.0,False,0.0,False,False,,False,False,True,4.0,3.5,0
229,peaceogor,Peace Ogor,"Brand Influencer •Presenter •Model
Biz:@buuraqofficial
Booking: enquiries.peaceogor@gmail.com 08124609399",False,323260.0,611.0,False,5.0,True,False,Creators & Celebrities,False,False,True,93.0,8376.0,1
230,afiiii.b_,Benedicta.,"God ✊🏾
Mummy’s girl forever 🖤🕊
Sc:afi.benedicta
What God cannot do, does not exist 
Kindly follow @reliqueeventsgh",False,1613.0,938.0,False,7.0,False,False,,False,False,True,4.0,379.0,1
231,paulinadenteh,Paulina Denteh,,False,333.0,289.0,False,0.0,False,False,,False,False,True,72.0,31.0,1
232,fhds2021,,,False,10.0,477.0,False,0.0,False,False,,False,False,True,0.0,,0
233,gangestr1,گنگستر,,False,64.0,743.0,False,0.0,False,False,,True,False,True,4.0,,0
234,hale1375_,hale,"اردیبهشت
1375
پلاک5
مطالعه
تنیس
دوچرخه سواری",False,82.0,5083.0,False,0.0,False,False,,False,False,True,23.0,2.0,0
235,mel_norte,Melissa-Mary Cobbinah,😘🥰😜😉😏,False,2663.0,1440.0,False,0.0,False,False,,True,False,True,80.0,,1
236,nadsglam,MAKEUP ARTIST,"Cosmetologist
Beauty Artist
Skin work is our priority✨
Bookings and enquiries⬇️",True,9356.0,780.0,False,3.0,True,False,Personal Goods & General Merchandise Stores,False,False,True,139.0,456.0,1
237,meli.sx11,меlis,پیج قبلیم هک شده,False,95.0,4428.0,False,0.0,False,False,,True,False,True,10.0,,0
238,philthompson,Phil Thompson,Living life with three munchkins and my beautiful wife.,False,391.0,244.0,False,0.0,False,False,,False,False,True,292.0,24.5,1
239,__tinaprv__,,,False,62.0,1306.0,False,0.0,False,False,,False,False,True,10.0,0.5,0
240,thedorathybachor,DORATHY BACHOR🌎,"Business Mogul/Actress/Brand influencer
@mfc_lingerie 
DorathyBachormgt@gmail.com
Fanpage: @dexploras_fanpage 🌎",True,2201152.0,626.0,False,16.0,True,False,Creators & Celebrities,False,True,True,259.0,15636.5,1
241,asanteba,Stephanie 👑 | Christian | Lifestyle | Skincare,"Saved to Serve | Join me at ⛪️ @kingdomfulltabernacle 
👗 Modest Fashion | @shewearshadassah 
🛍 My Shea Butter | @touchedbyglory_ 
👇🏾Tap my links!",True,3468.0,2331.0,False,11.0,True,False,Creators & Celebrities,False,False,True,199.0,595.0,1
242,the_ewuravlogs,Mary Ewuradwoa Boadu,"God😇,Family👨‍👩‍👧‍👧,Purpose💡,Kids👫
Capricorn😎
Youtuber~The EwuraVlogs 
Founder~LITE FOUNDATION 
Follow @lite_foundation
SUBSCRIBE TO MY UTUBE CHANNEL👇",True,2633.0,2656.0,False,10.0,False,False,,False,False,True,148.0,176.5,1
243,mahasti1375_,mahasti,"مهستی
1375
تیر ماهی
مطالعه
دوچرخه سواری
شنا
تنیس
اسب سواری",False,136.0,6287.0,False,0.0,False,False,,False,False,True,23.0,20.5,0
244,larleyyy,LaLa 🫧,"Stylist + Creative Director @otjstudios @otjcloset @otjannex 
UGC Creator",True,313812.0,1493.0,False,18.0,False,False,,False,False,True,365.0,6519.0,1
245,a_y_e_y_i_,💗Ayeyi Ansah💗,"Je suis
Fils de Dieu
Jesus follower
November’s very own
Bride Whisperer
Business @_stepp_in @musicby.theesq
Co-Founder @thepink_alliance",True,1570.0,2391.0,False,2.0,False,False,,False,False,True,47.0,98.5,1
246,5x_77886,مريومه♥️,"‏‮m_argatsniyab ‬‏‪♫: 𝑺𝑶𝑺🔗. 
♫: 16: 𝒀.𝑶🐆. 
♫: 𝑰𝑹𝑨𝑸🇮🇶🌿.
 
- عيناها تقنع الملحدين بأنّ الله مُبدع .",False,87.0,4122.0,False,0.0,False,False,,False,False,True,4.0,7.5,0
247,alipoco200,,,False,85.0,6812.0,False,0.0,False,False,,False,False,True,5.0,0.0,0
248,4708fateme,fatemeh,شما‌ را دنبال می‌کند,False,293.0,5691.0,False,0.0,False,False,,False,False,True,5.0,21.0,0
249,baajadebule,Baaj Adebule,"Actor | Film Maker
Twitter: @BaajAdebule
Showreel on website
Please Check out my film @comewithme_movie
ALL WE NEED IS LOVE, KINDNESS & UNDERSTANDING",True,114949.0,882.0,False,12.0,False,False,,False,True,True,643.0,1060.5,1
250,agayezifake68,,,False,173.0,4561.0,False,0.0,False,False,,False,False,True,10.0,0.5,0
251,naomiraine,Naomi Raine,"Raine is my middle name. I love Jesus and I like to dance
Listen to my new album, Journey — available now!
Booking: booking@naomirainemusic.com",True,479059.0,1666.0,False,6.0,False,False,,False,True,True,937.0,6322.0,1
252,qaditrr,,,False,82.0,4483.0,False,0.0,False,False,,False,False,True,4.0,4.5,0
253,boomb85853,,,False,56.0,1429.0,False,0.0,False,False,,False,False,True,24.0,0.0,0
254,dantebowe,Love All Serve All,Booking@truemusiclabel.com,True,335872.0,533.0,False,0.0,False,False,,False,True,True,5.0,13754.0,1
255,obiba_jj,jj,"Kenkey😩😍🥰❤️
Chocolate😩😍
Food in general😒
24th May🎉
Poet sometimes,amazing always🤞🏽🖤",False,1810.0,1955.0,False,2.0,False,False,,False,False,True,438.0,16.0,1
256,mobi.n5375,,,False,81.0,704.0,False,0.0,False,False,,False,False,True,4.0,14.0,0
257,el_amoofia,Elinam Amoofia,God's Purpose = My Life's Ministry 🇬🇭🌍,False,1020.0,900.0,False,1.0,False,False,,False,False,True,378.0,35.5,1
258,mary.amm7522,,turk,False,53.0,1978.0,False,0.0,False,False,,False,False,True,23.0,5.0,0
259,nopo998,,,False,141.0,6130.0,False,0.0,False,False,,False,False,True,10.0,5.5,0
260,bimboademoye,Bimbo Ademoye,"Award winning actor,
Brand influencer 
Model.",True,2360427.0,812.0,False,7.0,False,False,,False,True,True,818.0,54777.0,1
261,banoy_paeizy,مهدیه,"I love💞khoda,mamanam,babam,dadasham💞
aban mahi
Direct=block😡
ممنون از حسن صبوری که پیجم رو برگردوند
@hassan_saboorii",False,206.0,6421.0,False,0.0,False,False,,False,False,True,75.0,45.5,0
262,aliro_kham,,,False,166.0,1996.0,False,0.0,False,False,,False,False,True,4.0,3.5,0
263,shimiche,Shimiche Cuty,"A cuty.
God's princess
Music lover
Let's have fun and try new dress inspirations😘",False,253.0,432.0,False,2.0,False,False,,False,False,True,18.0,29.0,1
264,apple12w3,apple12w,اگه دیدی دارم با شیطان چایی میخورم،حق قضاوت نداری دارم به راه راست هدایتش میکنم!!!,False,49.0,5225.0,False,0.0,False,False,,False,False,True,6.0,0.5,0
265,ciara_nel,👑C͜͡♥︎I͜͡♥︎A͜͡♥︎R͜͡♥︎A͜͡💫,"♌🦁 
♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎
🦋🍀𝐼’𝑚 𝑚𝑒 𝑎𝑛𝑑 𝑡ℎ𝑎𝑡’𝑠 𝑎𝑙𝑙 𝑖 𝑐𝑎𝑛 𝑏𝑒🍀🦋
♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎♡︎♥︎",False,4390.0,3489.0,False,0.0,False,False,,True,False,True,32.0,,1
266,theboy_konu,Senyo Konu,"🇬🇭🌐
GOD|| Family|| Aviation lover✈✈|
《Your Future PILOT》👨‍✈️
|Theatre is L•I•F•E|😼
September 8✈
Snapchat: GuyKonu",False,1014.0,1161.0,False,2.0,False,False,,False,False,True,10.0,239.5,1
267,hi_lhary,N O U D E D J I 🇬🇭🇧🇯,"Hillary Jacqueline are my first names.
Personal finances. Lifestyle. Communication. Travel✨
Page under reconstruction..",False,1259.0,791.0,False,0.0,False,False,,True,False,True,68.0,247.0,1
268,natlet_forson,Natlet Forson,,False,240.0,231.0,False,0.0,False,False,,False,False,True,25.0,23.0,1
269,gloryah_agyapong,Gloria Agyapong,"#Unashamed...Romans 1:16#
#Music lover#
#Meteorologist#
#Child of God #
#philippians 4:8❤#",False,1015.0,1517.0,False,1.0,False,False,,False,False,True,21.0,199.5,1
270,12th._street,Gabriel Engmann,"Pharm D
MPSGH
Beat Producer
Link up:12thstreetvibes@gmail.com",False,303.0,408.0,False,0.0,False,False,,False,False,True,4.0,6.5,1
271,sangstone17,سنگ,تولید سنگ مصنوعی #سنگ_مصنوعي #سنگ #سنگ_مصنوعی #خوزستان,False,91.0,5696.0,False,0.0,False,False,,False,False,True,22.0,1.0,0
272,ebuka,Ebuka Obi-Uchendu,,False,3990354.0,296.0,False,0.0,False,False,,False,True,True,880.0,82282.0,1
273,_malik_jan_,Malik Jan,"📍Goa, India",False,414.0,360.0,False,0.0,False,False,,False,False,True,21.0,80.5,0
274,tatalooi11221,,,False,104.0,6012.0,False,0.0,False,False,,False,False,True,4.0,1.5,0
275,alakiebabie1,mary kautz,,False,60.0,3045.0,False,0.0,False,False,,False,False,True,22.0,1.5,0
276,amazing_wills,Gideon Wills Kpeli,"🅶🅾🅳 🅸🆂 🆃🅷🅴 🅶🆁🅴🅰🆃🅴🆂🆃 
Tulane BME🎓
The Art of Body Mastery
📍🇬🇭🇺🇸
#calisthenics",False,3030.0,1240.0,False,3.0,False,False,,False,False,True,92.0,129.5,1
277,misagh.srk.79,,,False,98.0,5865.0,False,0.0,False,False,,False,False,True,17.0,3.5,0
278,shalewastar,Shalewa Ashafa,"Owner - @thenextdoorbakery
Formula 1 #RedBullRacing",False,19643.0,1335.0,False,6.0,False,False,,False,True,True,461.0,436.5,1
279,hazarat726,abolfazl,,False,100.0,5645.0,False,0.0,False,False,,False,False,True,4.0,3.0,0
280,hosein_7070_oo,♠️H O S E N♠️,"🏠live in karj🏠
😆bahman mahi😆
😬tatalitiyam😉
😎Turk
😄love ? no😁
تبلیغات دایرکت 📤
باهزینه کم",False,3088.0,3986.0,False,4.0,False,False,,False,False,True,19.0,231.5,0
281,_kolibeaa_,Trisha,"Peace of mind and heart😌😌
Crazy faith in God 🙏",False,494.0,682.0,False,0.0,False,False,,False,False,True,17.0,112.5,1
282,ceoguah,Cephas Oguah,"Servant 
Husband to @lebeneoguah 
God chaser
Impact investor",False,1070.0,654.0,False,0.0,False,False,,True,False,True,55.0,166.0,1
283,thereal_mcfred,Godfred Kwagyiri,The fear of failing at what I’m not good at motivates me to be successful #thepocketking🥁💼💵 #hustle #GodisKing,False,659.0,545.0,False,6.0,False,False,,False,False,True,11.0,47.0,1
284,beautysecretsofapril,Beauty Secrets of April,"▪️ Skincare ▫️ Make-up 
▪️24/7 service 📱 
▪️ Worldwide Delivery 🚚 
📞 call/whatsapp: +2348063751812",True,32259.0,12.0,False,7.0,False,False,,False,False,True,422.0,26.0,1
285,mercychinwo,Mercy Chinwo Blessed,"Artiste, Minister, Songwriter 
An Ambassador of LIGHT💡
Bookings: +2347063273273
📨 Mecempire1@gmail.com 
Shop: @mecempire
My YouTube Channel ↓",True,3059244.0,2999.0,False,5.0,False,False,,False,True,True,3622.0,61537.5,1
286,tomike_a,Tomike Adeoye,"•Award Winning Brand Influencer, Actor & Entrepreneur
•Media Personality
•Microbiologist
•Brand Ambassador @maltina @pastel.africa @vbankng 
•God's💝",True,553939.0,3669.0,False,68.0,True,False,Creators & Celebrities,False,True,True,4186.0,19875.0,1
287,amir_447755,,,False,55.0,2539.0,False,0.0,False,False,,False,False,True,25.0,0.0,0
288,asma.n1829,,,False,72.0,4436.0,False,0.0,False,False,,False,False,True,26.0,1.0,0
289,narmak_ma,نارمک ما,"صفحه ساکنین و دوست داران محله قدیمی نارمک
اخبار و رویدادهای محله نارمک را در نارمک ما پیگیری کنید 😊
سوژه های خود را با ما به اشتراک بگذارید
#نارمک",False,137.0,57.0,False,0.0,False,False,,False,False,True,9.0,14.0,0
290,alizarezaei34,Alirezarezaei341,,False,133.0,6102.0,False,0.0,False,False,,False,False,True,10.0,0.0,0
291,lariba._,Fortuna Olentis,.........💃,False,2258.0,1868.0,False,4.0,False,False,,False,False,True,11.0,1252.0,1
292,kwartty,Queen Angie,,False,228.0,265.0,False,1.0,False,False,,False,False,True,20.0,19.0,1
293,aj_arjarquah,AJ Arjarquah,"| God’s little daughter sending His message across the world through music🙌🏽🎤 | Medical Student 👩🏽‍⚕️🇬🇭🩺 |
Founder: @pathfynders @arjarquah_reads",True,2903.0,989.0,False,0.0,False,False,,False,False,True,98.0,106.0,1
294,acupofkhafi,Khafi Kareem Ekpata,"Student of Acting @royalacademyofdramaticart 
Presenter @nakedlovepod @premiergospel 
Wife 💍 to @Gedoni 
Mother to @MalakaiAndMikah
Child of @God",True,1403392.0,402.0,False,18.0,False,False,,False,True,True,419.0,45786.0,1
295,itx_laila_,لیلیٰ,"Islamabad 🎀
Pathan🇵🇰❤️🇦🇫
Pubg-lover 🔥
19🦋
Single😎
Sagittarius ♐
Dream :Love to become lawyer ⚖️
Your attitude may hurt me, but mine can Kill you",False,55.0,220.0,False,0.0,False,False,,True,False,True,0.0,,0
296,tilly_bestill,Matilda Bestill Kpeli,Barca❤️💙. MESSI IS THE 🐐 #explore #explorepage,False,366.0,648.0,False,2.0,True,False,Creators & Celebrities,False,False,True,9.0,57.0,1
297,mama_d1155,,,False,100.0,5330.0,False,0.0,False,False,,False,False,True,24.0,3.0,0
298,ea.valerie,Va.lerie🤍,Pursuit.Worship.Excellence🤍💫,False,188.0,143.0,False,0.0,False,False,,False,False,True,0.0,,1
299,mhtb_joon71,مهتاب,"⛹️‍♀️⛹️‍♀️love basketball⛹️‍♀️⛹️‍♀️
Music love❤🎶
Live in teh,dct=bk",False,70.0,857.0,False,0.0,False,False,,False,False,True,10.0,1.0,0
300,ninijojo47,,"Hi guys💣😍😍
Im nini🙈",False,63.0,5039.0,False,0.0,False,False,,False,False,True,4.0,4.0,0
301,i_am_makafui,Fedor Makafui Danu,"Art (theatre) and nature lover, choreographer                   @fedor_danu (twitter) photographer @fedor_the_photographer",False,978.0,901.0,False,0.0,False,False,,False,False,True,66.0,132.0,1
302,bingo_itz_nana,Dr.Nana Gyamfua Acheampong,"Pharm.D
Navigating life the best way I can
Friend of the human race and maker of beautiful things
Founder: @agudie_bynana 
Introverted sanguine",False,993.0,1180.0,False,0.0,False,False,,False,False,True,31.0,144.0,1
303,jd_addy,John-Dag,I'm just trying to be a Christian first and everything else after. I will never stop learning. #StoryTeller,False,1924.0,998.0,False,0.0,False,False,,False,False,True,217.0,336.0,1
304,dokhiafghan18,,,False,1121.0,1129.0,False,0.0,False,False,,False,False,True,15.0,4.0,0
305,ann_dugbs1,God's.Rep.Ann,,False,684.0,2531.0,False,0.0,False,False,,False,False,True,28.0,54.0,1
306,ama_anuonyam_asare,Clara Asare,Foundation: @chaj_foundation,False,717.0,569.0,False,0.0,False,False,,True,False,True,26.0,,1
